X1,X2,y
75,1,53.6204146442681
76,1,48.7819364515616
77,1,51.1497079327442
78,1,49.58270575916
79,1,56.1243848762258
80,1,55.0367444503059
81,1,52.2815609502844
82,1,55.432896350295
83,1,49.5818805612932
84,1,52.1058355421872
85,1,52.2533930644904
86,1,57.611947904695
87,1,58.5126706884874
88,1,53.8231987489784
89,1,56.4269611436496
90,1,56.9817337042015
91,1,61.4994267195832
92,1,61.0841627960302
93,1,62.1427785334043
94,1,58.8919435191514
95,1,59.4298655171948
96,1,63.8172232122179
97,1,57.7969016910598
98,1,58.5787224692031
99,1,58.9054804698012
100,1,68.4165444521575
101,1,64.4642667633595
102,1,66.0736834633914
103,1,66.9112588049896
104,1,62.052533967942
105,1,68.0118188700437
106,1,68.2532674843113
107,1,61.2360144992298
108,1,61.3275825530844
109,1,69.8568289345003
110,1,66.8103542308524
111,1,72.40551984413
112,1,69.9634350441094
113,1,61.4662906379352
114,1,72.8802188576744
115,1,72.6727930319097
116,1,71.6829428365197
117,1,73.241824981324
118,1,72.4337406626631
119,1,74.4907268315266
120,1,77.0906750648209
121,1,74.9741990369252
122,1,70.5361068474772
123,1,69.6026872576672
124,1,77.0730282233553
125,1,76.3495062498164
126,1,78.9501196005853
127,1,74.4485201462984
128,1,76.3986152905667
129,1,75.9803308631508
130,1,77.5480019145795
131,1,82.6053160833274
132,1,77.0209083434723
133,1,82.6058193112693
134,1,79.9752799053352
135,1,82.0119900328879
136,1,84.2065781205153
137,1,78.5047568844238
138,1,79.9977361069093
139,1,80.8331022036795
140,1,86.3360717022394
141,1,82.5804223863556
142,1,77.8890457109301
143,1,83.173921815076
144,1,81.6709538116898
145,1,81.8542712223518
146,1,91.7921675312608
147,1,86.2668367140193
148,1,88.0789495869327
149,1,90.8754514171032
150,1,91.1011535684257
151,1,82.4805838138759
152,1,89.4041463275326
153,1,87.7623413030264
154,1,89.5182792515744
155,1,90.4688665953483
156,1,92.991784945812
157,1,95.1423611648619
158,1,89.5930099264996
159,1,91.6296448166095
160,1,98.159187467136
161,1,92.9586829866987
162,1,93.7509075654177
163,1,95.7720823523441
164,1,95.9698825781922
165,1,91.1289484710599
166,1,93.1342517493989
167,1,97.7797877813577
168,1,97.3104980937023
169,1,99.7550626800224
170,1,98.3666153539175
171,1,97.0263330155829
172,1,98.0079192856257
173,1,98.2778104064993
174,1,101.05140131909
175,1,106.144762175018
176,1,104.171482252216
177,1,101.461362785819
178,1,101.226096239434
179,1,104.990766585111
180,1,105.953631791214
181,1,101.345490474565
182,1,104.098025592217
183,1,106.05993610568
184,1,106.600358788546
185,1,101.506367978146
186,1,103.072455392759
187,1,104.031128882109
188,1,110.557375657397
189,1,107.140044587838
190,1,110.735477355068
191,1,111.242142182575
192,1,105.460931189887
193,1,116.689980034442
194,1,107.133722063516
195,1,112.792895948434
196,1,111.908900442299
197,1,110.96258058135
198,1,111.323201409147
199,1,114.904447337322
0,2,14.9701348456895
1,2,17.7642290850997
2,2,15.4046683978067
3,2,17.0433988409774
4,2,16.7212098225155
5,2,20.7410419498437
6,2,19.9707006662294
7,2,19.8476614677576
8,2,18.3533201848011
9,2,24.7560178513365
10,2,23.1998017150057
11,2,21.1375922402817
12,2,20.0440276382298
13,2,22.2979182752352
14,2,28.1439576487752
15,2,20.9391188606739
16,2,18.303874360646
17,2,25.9810742116017
18,2,21.7523883295291
19,2,26.5124051883735
20,2,21.8181198862037
21,2,23.7216237898836
22,2,26.6759665903989
23,2,26.9225392537616
24,2,26.5667564430335
25,2,33.1781328314427
26,2,22.2340092253824
27,2,27.5427455179393
28,2,26.7352423762794
29,2,30.2813315637554
30,2,29.7272514529975
31,2,30.755980293743
32,2,32.5722714266952
33,2,35.6667432953678
34,2,28.2269137185772
35,2,38.3220310848967
36,2,32.9314384934109
37,2,37.9934768446953
38,2,34.2037903705425
39,2,42.9984827316924
40,2,32.2061861419721
41,2,38.2812425667006
42,2,39.0926356025429
43,2,38.576326841088
44,2,40.9784706372694
45,2,38.8630831245783
46,2,37.8016073548004
47,2,39.2174958847325
48,2,45.3189210378458
49,2,38.6715670660989
50,2,40.7197672764887
51,2,42.3974155714855
52,2,41.853445543946
53,2,42.5210887758094
54,2,41.413040045973
55,2,43.6693148338396
56,2,45.6925055931848
57,2,41.7501731862153
58,2,48.2359749136653
59,2,47.705795215907
60,2,48.5250348264491
61,2,44.9136231327084
62,2,48.7438545375174
63,2,45.3128451613257
64,2,50.3620783288394
65,2,45.8505690674784
66,2,59.9150428154034
67,2,51.3486503250148
68,2,51.1821501903756
69,2,41.5439473029721
70,2,50.4630543848204
71,2,48.2187376134923
72,2,51.3878724659149
73,2,52.2011017763142
74,2,55.2633992725219
75,2,47.8111393920475
76,2,56.4693278139187
77,2,55.5660282302283
78,2,56.9042203985488
79,2,52.2765516677569
80,2,52.8677479878779
81,2,51.9702992942327
82,2,62.1872470071013
83,2,57.9996738357428
84,2,56.103682798325
85,2,58.8858468428105
86,2,55.2622298272864
87,2,54.7530636630495
88,2,63.4205818073588
89,2,57.902246617987
90,2,61.7192082656854
91,2,66.1970192524249
92,2,62.0971308303258
93,2,61.2166685783398
94,2,60.2609728384225
95,2,66.6213602395807
96,2,66.9628564552058
97,2,62.9084449703288
98,2,69.1362995548909
99,2,70.7009078361644
100,2,62.7982997349898
101,2,68.1745547853731
102,2,68.0826629825856
103,2,70.4584912379126
104,2,59.8240524477712
105,2,65.801008959181
106,2,66.6565697301124
107,2,69.6018790210087
108,2,68.1421112958443
109,2,66.9291032980902
110,2,69.5705735539145
111,2,70.2869758122126
112,2,64.1434022667351
113,2,72.4980534446575
114,2,69.7434043457338
115,2,70.1654948086756
116,2,70.7734923706545
117,2,78.3557023589204
118,2,74.617364600031
119,2,71.2384525484125
120,2,80.3468671621485
121,2,67.3817819012866
122,2,76.6026316158909
123,2,73.5830888752903
124,2,76.2499424811616
125,2,72.6181106186772
126,2,83.0117866853087
127,2,75.8062784262783
128,2,77.5259900696562
129,2,79.3421081362739
130,2,78.4670189400201
131,2,83.6136285325675
132,2,83.5197803466591
133,2,83.6254623767888
134,2,80.5402183112131
135,2,88.2971990616282
136,2,83.1072543579777
137,2,85.9684271094743
138,2,83.0358658156046
139,2,86.652624228245
140,2,87.7683795380286
141,2,86.2486334488428
142,2,86.24298773593
143,2,83.3917305612448
144,2,83.7676190991609
145,2,88.5659024001093
146,2,86.4663406615562
147,2,96.7314180576718
148,2,91.7758827118036
149,2,88.6288404208107
150,2,93.5294450409596
151,2,95.7941436175052
152,2,95.4436814359092
153,2,94.8412767212925
154,2,86.8252940571486
155,2,92.7159428464071
156,2,97.1006477875837
157,2,100.03624896788
158,2,96.9268847901642
159,2,95.9439846125299
160,2,99.1394934106451
161,2,94.7601884478945
162,2,98.1227474558592
163,2,92.4906216729716
164,2,99.3277355206178
165,2,98.5112612637124
166,2,102.578147546185
167,2,98.0956788766836
168,2,99.600588611132
169,2,99.8572680323466
170,2,101.563543540317
171,2,100.706349397529
172,2,101.170981676125
173,2,105.429781092905
174,2,98.6843041947982
175,2,101.183953893069
176,2,101.660426309295
177,2,103.149517422119
178,2,101.77473173524
179,2,103.845633537047
180,2,101.072033029915
181,2,107.698688024575
182,2,107.839529861217
183,2,110.954110951289
184,2,105.996244349896
185,2,105.861506954988
186,2,105.708248992446
187,2,107.127050909055
188,2,111.628929513793
189,2,113.470263520466
190,2,112.547788938158
191,2,113.508415258457
192,2,113.106211117086
193,2,111.142121435277
194,2,105.413744498703
195,2,110.365528744461
196,2,115.379679545199
197,2,117.158233795876
198,2,116.036726730278
199,2,120.198789972463
0,3,23.2810363283325
1,3,20.9307912282319
2,3,16.0681562975151
3,3,25.7002245453992
4,3,17.7612174428072
5,3,22.0856279060463
6,3,24.370178086905
7,3,25.0649760985442
8,3,23.9326610682047
9,3,24.1534434330745
10,3,23.9236140990463
11,3,26.5715063396471
12,3,22.5380443693905
13,3,25.8787843251399
14,3,26.5471915064764
15,3,24.7369797388314
16,3,28.5214008243149
17,3,27.4185477289515
18,3,27.4357027291003
19,3,28.110296630274
20,3,31.7231441764555
21,3,29.9151587186679
22,3,27.6769228871908
23,3,28.0470278044026
24,3,27.9454236985657
25,3,28.6357548419195
26,3,35.1053046354752
27,3,33.759139593847
28,3,34.8710692816052
29,3,30.9943926335476
30,3,32.6757080242979
31,3,35.0228068504947
32,3,38.0002350136453
33,3,38.4253668728344
34,3,32.014022735581
35,3,36.9148562239763
36,3,39.8478001413939
37,3,33.8054453350959
38,3,41.9208012258028
39,3,42.7338770018552
40,3,37.0918455002085
41,3,41.0506606733261
42,3,38.0027833288091
43,3,40.6053219113957
44,3,43.7502824034426
45,3,42.8425611707185
46,3,44.2252561733425
47,3,40.3316455488529
48,3,43.4085781328023
49,3,45.3158393501013
50,3,38.2370533759555
51,3,44.228544861077
52,3,46.1816666787761
53,3,47.663241500744
54,3,47.4332756248191
55,3,46.265011113465
56,3,43.938524037754
57,3,50.4892824553623
58,3,51.0724186911504
59,3,52.2733968279664
60,3,43.8311813513938
61,3,46.8594406282855
62,3,46.8483813506735
63,3,48.5287329279308
64,3,52.4919682192645
65,3,49.1446461158648
66,3,54.8879854475321
67,3,55.2216548810035
68,3,50.8831367564997
69,3,49.4113181243085
70,3,58.7667207909847
71,3,52.3836843614607
72,3,55.3767894316459
73,3,55.5713386894891
74,3,54.4695269816626
75,3,50.4199238149011
76,3,55.807357078691
77,3,54.7475857568617
78,3,60.5451451566806
79,3,56.5296018984695
80,3,61.8840884667857
81,3,54.2136516332167
82,3,62.1413034447262
83,3,60.292021417441
84,3,53.8599773144569
85,3,62.1643078824128
86,3,64.5743148557979
87,3,60.9535147534468
88,3,58.3775628918704
89,3,65.3902793567671
90,3,66.974358741438
91,3,60.7898209165498
92,3,69.5907314966109
93,3,67.8380445567362
94,3,63.3035938948379
95,3,63.1346715855946
96,3,64.007515831399
97,3,73.6497242967995
98,3,68.0952318141193
99,3,69.881526709723
100,3,68.9686390773609
101,3,75.2369567246725
102,3,75.2205981520765
103,3,69.5712643222723
104,3,68.678142080558
105,3,72.8684547061734
106,3,73.0456366017427
107,3,74.1599259704104
108,3,70.8549619664149
109,3,75.3420677861147
110,3,74.8939836745127
111,3,74.2236307176754
112,3,75.5873794115031
113,3,74.1730770026653
114,3,67.1879934767047
115,3,79.233430975254
116,3,76.1939874571216
117,3,82.4422139703012
118,3,73.6044166818281
119,3,81.1544577159286
120,3,77.9304912026376
121,3,84.2896035945144
122,3,73.5337906669058
123,3,86.8968888991082
124,3,86.0320037063952
125,3,77.0128964868529
126,3,84.3362647515018
127,3,84.1333260182755
128,3,83.3673342552176
129,3,84.7616710537203
130,3,83.5960218154427
131,3,85.7600298661482
132,3,82.978541540459
133,3,85.9068991759597
134,3,84.950640505852
135,3,85.2142780562135
136,3,86.8367750245027
137,3,90.0551537907428
138,3,95.4399075835948
139,3,87.3612022549991
140,3,91.3956176457274
141,3,95.1251966733345
142,3,85.6152599365803
143,3,89.7964804130735
144,3,91.6473052956247
145,3,94.0778373284079
146,3,94.3251659730957
147,3,90.8849269180665
148,3,92.1641847178467
149,3,91.2302759069911
150,3,92.8916539114089
151,3,89.1973280650529
152,3,100.331598366555
153,3,94.0789712259376
154,3,100.027465828864
155,3,99.2371888551962
156,3,91.451465648248
157,3,95.3825767276226
158,3,98.5850895887949
159,3,99.6330858634651
160,3,95.6586354451844
161,3,100.369259306527
162,3,103.335787963983
163,3,100.986050557596
164,3,98.5950320406471
165,3,100.792185825699
166,3,107.968252365775
167,3,100.318917301272
168,3,103.952423077724
169,3,100.980122568066
170,3,99.4621996750474
171,3,100.662707255589
172,3,108.288874079337
173,3,108.457654975819
174,3,103.726290298844
175,3,107.19396438821
176,3,107.153119305155
177,3,104.343737811486
178,3,112.538574245954
179,3,115.805777975607
180,3,109.905486066197
181,3,107.820281155883
182,3,113.208485832933
183,3,105.419718554712
184,3,112.008779948971
185,3,116.562479162908
186,3,116.483903681377
187,3,117.293513930173
188,3,111.041619582397
189,3,110.019104419932
190,3,113.649257695259
191,3,112.436572293526
192,3,114.676013577123
193,3,115.402115992312
194,3,114.745320959377
195,3,117.496025638756
196,3,114.964095814385
197,3,117.640580490319
198,3,113.814500296483
199,3,117.686920997179
0,4,28.3918331523901
1,4,18.4586073371897
2,4,20.1930847181568
3,4,28.5199194372677
4,4,26.6712842475246
5,4,23.6651299956839
6,4,27.7775264169893
7,4,20.631996527992
8,4,22.057346795913
9,4,30.3973137862787
10,4,23.8055769354885
11,4,22.0246466065626
12,4,29.9403598692589
13,4,31.9448471658142
14,4,31.6484491360437
15,4,24.3842335533291
16,4,29.2955222441193
17,4,28.7095568251269
18,4,33.9399984391975
19,4,30.3388554307944
20,4,33.734693241303
21,4,29.3972924616114
22,4,33.3478685925356
23,4,31.6328097134858
24,4,27.180979090457
25,4,38.6807310979579
26,4,36.2011120284287
27,4,30.531760630638
28,4,34.7416908610138
29,4,32.9612824102414
30,4,38.8451443285138
31,4,34.5170749741963
32,4,36.8475300761708
33,4,44.8096877500391
34,4,40.3598568376528
35,4,36.8295053934203
36,4,45.4290601501383
37,4,43.7593892147447
38,4,41.746454885292
39,4,42.8379870408512
40,4,36.4194828317972
41,4,42.7428389425121
42,4,35.1769389763176
43,4,43.0956989816174
44,4,42.1165152617276
45,4,46.6913958240209
46,4,46.2842672025166
47,4,45.4034396203357
48,4,42.3183620086827
49,4,44.0285132904645
50,4,43.7429409624481
51,4,47.9979288871254
52,4,50.0719696231166
53,4,50.4913256083216
54,4,46.4894011465389
55,4,47.0419037563133
56,4,48.1855992745652
57,4,50.9320162708531
58,4,52.3936221519309
59,4,55.5598940743395
60,4,53.5889381138251
61,4,54.4112932687471
62,4,50.3003090997357
63,4,56.13413258221
64,4,55.0463886337991
65,4,54.3707242775346
66,4,56.483081879249
67,4,57.0438739588014
68,4,50.2059683591458
69,4,58.8017151924402
70,4,59.3141571658876
71,4,61.2100553336287
72,4,56.8084919785268
73,4,61.4003604440611
74,4,61.9068635851501
75,4,59.5284253814079
76,4,62.8032931097725
77,4,59.3153339186755
78,4,60.6296027907743
79,4,63.4632462564859
80,4,64.427208154672
81,4,67.9027407314201
82,4,66.3997768852959
83,4,61.411885959235
84,4,64.5038123148554
85,4,66.6111130699121
86,4,64.0077450597442
87,4,66.4092846753781
88,4,63.111147238373
89,4,62.1766379640956
90,4,70.177913456454
91,4,65.2214781863766
92,4,70.5442249526315
93,4,73.2332206210956
94,4,71.8148213506384
95,4,73.8163329419954
96,4,67.4053076336358
97,4,73.524861744342
98,4,65.8255250539189
99,4,68.5775469911176
100,4,68.3037237734776
101,4,70.593156406999
102,4,69.894592299221
103,4,73.6251919412054
104,4,77.8629843236305
105,4,75.7099276168701
106,4,76.601382269445
107,4,76.2987013299872
108,4,73.3597664549112
109,4,78.8764922848916
110,4,80.2209943300214
111,4,72.184402734935
112,4,81.3157055160351
113,4,78.8866400276978
114,4,79.5848118036952
115,4,77.0149531397295
116,4,81.0638265316148
117,4,81.2558800553068
118,4,80.3949559643029
119,4,81.9124182358501
120,4,81.4948009848238
121,4,84.1267303485429
122,4,81.7966148210376
123,4,92.0254411746327
124,4,77.0894195038532
125,4,84.1539612746124
126,4,86.1337058122208
127,4,84.6856323294415
128,4,89.1352890516661
129,4,85.3373908166613
130,4,86.3592183550809
131,4,89.6154100086965
132,4,92.8393290042188
133,4,89.4305265523775
134,4,92.0527466812086
135,4,90.5940519836219
136,4,89.3322123416447
137,4,93.497089158435
138,4,88.1112223006026
139,4,89.8360829175024
140,4,88.8227634512418
141,4,94.9514960783917
142,4,94.679859866905
143,4,91.1351773345199
144,4,86.6039321287668
145,4,96.4012038190725
146,4,93.3705862953654
147,4,97.2781290231107
148,4,99.6942021248349
149,4,97.0192360807336
150,4,99.5940781833909
151,4,95.5192587936203
152,4,99.2532977049445
153,4,96.708645406892
154,4,97.1632789082958
155,4,105.251356893794
156,4,101.624754223475
157,4,98.902681825997
158,4,104.274260948821
159,4,102.838942590321
160,4,100.522877053544
161,4,103.688169139484
162,4,99.8921892828916
163,4,107.571983699807
164,4,107.698403612441
165,4,102.306172750618
166,4,101.228574845464
167,4,102.85211149782
168,4,98.8440384234107
169,4,106.878720583681
170,4,105.463713780522
171,4,105.973919706115
172,4,110.042272138959
173,4,106.204890341065
174,4,109.611304853272
175,4,107.492258250384
176,4,111.309888276594
177,4,107.162338701891
178,4,110.566568704912
179,4,111.10371967643
180,4,113.943128923278
181,4,108.957897295428
182,4,118.550930230985
183,4,118.468282461472
184,4,111.827116832183
185,4,119.218821382835
186,4,110.616222118467
187,4,116.506027320161
188,4,114.385656279509
189,4,118.983436582854
190,4,116.256182826695
191,4,118.77060981006
192,4,123.614484341816
193,4,120.6971798679
194,4,119.089578180746
195,4,118.045300926782
196,4,116.367068505511
197,4,120.165852167784
198,4,121.571668182582
199,4,125.052458008161
0,5,21.7191604395812
1,5,23.2948191442239
2,5,19.6960374504556
3,5,28.4048451938719
4,5,25.7904142163319
5,5,24.4482458338018
6,5,27.2337667835673
7,5,27.9912561621485
8,5,29.6261200664454
9,5,31.7646269386179
10,5,34.3177529173995
11,5,34.6378497583729
12,5,31.2602257307119
13,5,31.6816233592032
14,5,26.0165448303402
15,5,36.5223495928092
16,5,34.0954492098883
17,5,39.6800094037539
18,5,35.6624466579274
19,5,33.7097881250832
20,5,37.2379549582919
21,5,39.3092401159315
22,5,36.4128962802975
23,5,37.0963169944402
24,5,38.3584274895654
25,5,42.0718463796591
26,5,35.7987884376776
27,5,39.772914066116
28,5,40.4269026562514
29,5,45.118274967032
30,5,38.6100736393222
31,5,42.6224982097618
32,5,39.4525650544706
33,5,40.5349154113401
34,5,40.0082104437885
35,5,37.793584425654
36,5,44.2007364068743
37,5,42.2721454136808
38,5,42.9031424033939
39,5,40.1551827200343
40,5,40.9964882350761
41,5,43.1509518446116
42,5,47.5773422984597
43,5,50.4957778785812
44,5,46.7363135373967
45,5,42.5068090811538
46,5,46.2732498498661
47,5,46.2139913175036
48,5,52.3371279864674
49,5,45.9803450155615
50,5,51.3462079297686
51,5,52.0377220299289
52,5,44.6757760157129
53,5,49.4602306707295
54,5,49.7867648203477
55,5,55.5772009266658
56,5,49.3750426163231
57,5,53.5874583242286
58,5,52.1949677401212
59,5,55.463825097079
60,5,56.229053762951
61,5,56.9015818466742
62,5,59.3482701736651
63,5,54.4280367179225
64,5,56.8885598326758
65,5,59.6518068430085
66,5,57.9623346947666
67,5,58.657046360207
68,5,60.8641581969865
69,5,59.1422036523532
70,5,63.4020297706103
71,5,59.5564631822426
72,5,59.4952103754953
73,5,55.0592290305656
74,5,59.1376630661329
75,5,58.0095623588651
76,5,57.8807964306417
77,5,68.1235481585885
78,5,65.6646048585679
79,5,62.7494636901039
80,5,63.3330533567614
81,5,62.6346809852036
82,5,65.0231704885658
83,5,66.4566226068428
84,5,66.4490277847562
85,5,70.4448905269134
86,5,63.3594697492619
87,5,73.8145163563416
88,5,74.3445961611358
89,5,72.0607368827777
90,5,66.9854758025525
91,5,63.1685513592619
92,5,74.7560062744488
93,5,73.4403731744962
94,5,66.5548410377497
95,5,67.1163806792852
96,5,79.5134834670625
97,5,71.6034930580013
98,5,77.455727367072
99,5,68.8279898791497
100,5,80.403070423527
101,5,78.5240736363482
102,5,76.3429646563123
103,5,77.1240650544893
104,5,74.505228962519
105,5,76.0613608763392
106,5,81.5165369292486
107,5,79.4567790345094
108,5,75.3109949654494
109,5,75.1237396048169
110,5,79.3227308091773
111,5,82.5365215472768
112,5,82.6768125815647
113,5,81.4692714651664
114,5,87.7973966449358
115,5,81.6905799808013
116,5,80.8960496061188
117,5,84.3264647725223
118,5,80.1037471374076
119,5,88.5795889322734
120,5,86.1792836770986
121,5,83.1033287395205
122,5,88.0234667713068
123,5,88.731351722085
124,5,85.6217330664228
125,5,90.9180878456857
126,5,82.5160211715288
127,5,90.7013174545991
128,5,85.6964082373333
129,5,90.4527032052414
130,5,92.25517097546
131,5,85.6286446553195
132,5,91.864691459135
133,5,92.6053053960868
134,5,92.1050057686659
135,5,92.4963967320401
136,5,93.6521336082597
137,5,91.1199954477105
138,5,94.6153731920581
139,5,91.1711669373221
140,5,99.5864928809293
141,5,99.6943938384413
142,5,97.8401157815464
143,5,100.639555619135
144,5,96.5889149001113
145,5,100.366105059001
146,5,96.9681524270595
147,5,94.5655030483714
148,5,97.651616903276
149,5,96.9414225475607
150,5,99.1588085272594
151,5,104.455146439387
152,5,103.222885173129
153,5,101.856433946753
154,5,102.618387614575
155,5,99.9033549122869
156,5,104.751732593306
157,5,100.286288689848
158,5,101.311136032237
159,5,106.02334689641
160,5,109.020127240119
161,5,98.7441515684448
162,5,98.7043738409287
163,5,108.243274580814
164,5,106.960103197847
165,5,109.14190167781
166,5,105.668243979248
167,5,106.222207214979
168,5,112.731602225371
169,5,105.363046097643
170,5,107.308891542448
171,5,111.713231181805
172,5,111.511435914688
173,5,109.404613617805
174,5,109.672866341804
175,5,112.685909575591
176,5,120.009112465919
177,5,115.655606301106
178,5,114.903316755857
179,5,113.096376154883
180,5,114.928224468295
181,5,115.133663087759
182,5,115.976161884886
183,5,119.987117521671
184,5,119.124909419572
185,5,116.173058721908
186,5,122.78829544357
187,5,114.539120706699
188,5,125.18999008456
189,5,120.585429571312
